strain_x	chrom	start	stop	length	boot	n010	n001	n011	n000	tot	ttout	strain_y	lineage	location	region
R22	OphioH327chr_1	200000	400000	200000	61	41	36	7319	130261	137657	0.0052602814592157396	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	62	36	40	7257	130324	137657	0.0052363235496761746	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	63	48	51	7267	130291	137657	0.006811614146140085	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	64	52	45	7125	130435	137657	0.006807017543859649	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	65	41	61	7379	130176	137657	0.006911505624068302	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	66	47	52	7290	130268	137657	0.006790123456790123	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	67	42	43	7264	130308	137657	0.0058507709251101325	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	68	39	66	7255	130297	137657	0.007236388697450034	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	69	47	31	7247	130332	137657	0.005381537187801849	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	70	44	53	7415	130145	137657	0.006540795684423466	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	71	46	46	7219	130346	137657	0.006372073694417509	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	72	63	46	7301	130247	137657	0.0074647308587864674	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	73	42	57	7310	130248	137657	0.006771545827633379	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	74	44	47	7314	130252	137657	0.0062209461307082305	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	75	45	37	7328	130247	137657	0.005594978165938865	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	76	47	48	7241	130321	137657	0.006559867421626847	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	77	41	56	7238	130322	137657	0.00670074606244819	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	78	45	48	7375	130189	137657	0.006305084745762712	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	79	56	42	7246	130313	137657	0.006762351642285399	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	80	46	53	7270	130288	137657	0.006808803301237964	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	81	42	50	7148	130417	137657	0.006435366536094013	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	82	43	42	7221	130351	137657	0.005885611411161889	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	83	44	44	7341	130228	137657	0.005993733823729737	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	84	39	45	7375	130198	137657	0.005694915254237288	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	85	53	45	7234	130325	137657	0.006773569256289743	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	86	38	44	7247	130328	137657	0.00565751345384297	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	87	42	34	7256	130325	137657	0.005237045203969129	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	88	51	48	7307	130251	137657	0.0067743259887778845	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	89	40	48	7134	130435	137657	0.006167647883375385	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	90	55	47	7237	130318	137657	0.007047118971949703	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	91	42	52	7268	130295	137657	0.006466703357182168	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	92	40	46	7199	130372	137657	0.005973051812751771	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	93	36	40	7243	130338	137657	0.005246444843296977	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	94	45	35	7243	130334	137657	0.0055225735192599755	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	95	52	46	7144	130415	137657	0.0068589025755879055	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	96	38	40	7062	130517	137657	0.0055225148683092605	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	97	49	53	7287	130268	137657	0.00699876492383697	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	98	44	40	7280	130293	137657	0.0057692307692307696	R22	NOV	2	1
R22	OphioH327chr_1	200000	400000	200000	99	33	45	7305	130274	137657	0.0053388090349075976	R22	NOV	2	1
P122	OphioH327chr_4	2200000	2400000	200000	0	118	111	6762	136163	143154	0.016932860100561963	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	1	109	110	6706	136229	143154	0.01632866090068595	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	2	104	113	6664	136273	143154	0.016281512605042018	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	3	119	105	6616	136314	143154	0.016928657799274487	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	4	107	116	6705	136226	143154	0.01662938105891126	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	5	82	125	6674	136273	143154	0.015507941264608931	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	6	119	109	6763	136163	143154	0.016856424663610824	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	7	100	102	6789	136163	143154	0.014877006922963617	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	8	114	96	6851	136093	143154	0.01532622974748212	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	9	107	109	6706	136232	143154	0.016104980614375188	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	10	121	117	6782	136134	143154	0.01754644647596579	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	11	115	104	6605	136330	143154	0.016578349735049205	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	12	104	116	6775	136159	143154	0.016236162361623615	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	13	110	99	6811	136134	143154	0.015342827778593452	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	14	107	120	6689	136238	143154	0.016968156675138287	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	15	104	114	6709	136227	143154	0.016246832612908033	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	16	121	104	6817	136112	143154	0.016502860495819276	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	17	110	96	6818	136130	143154	0.015107069521853917	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	18	104	104	6739	136207	143154	0.015432556759163081	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	19	109	124	6747	136174	143154	0.01726693345190455	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	20	107	114	6619	136314	143154	0.016694364707659767	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	21	108	133	6765	136148	143154	0.017812269031781226	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	22	124	117	6749	136164	143154	0.017854496962512966	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	23	106	125	6709	136214	143154	0.01721568042927411	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	24	108	110	6588	136348	143154	0.016545233758348512	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	25	108	112	6778	136156	143154	0.01622897609914429	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	26	100	114	6696	136244	143154	0.01597968936678614	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	27	114	109	6741	136190	143154	0.01654057261533897	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	28	114	105	6821	136114	143154	0.016053364609294823	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	29	112	105	6739	136198	143154	0.01610031161893456	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	30	100	101	6709	136244	143154	0.014979877776121628	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	31	104	102	6812	136136	143154	0.015120375807398709	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	32	112	105	6637	136300	143154	0.016347747476269398	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	33	119	101	6599	136335	143154	0.01666919230186392	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	34	106	121	6745	136182	143154	0.016827279466271314	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	35	108	140	6835	136071	143154	0.018141916605705924	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	36	105	123	6665	136261	143154	0.017104276069017255	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	37	104	123	6661	136266	143154	0.017039483561026872	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	38	106	112	6718	136218	143154	0.016225066984221496	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	39	118	119	6715	136202	143154	0.01764705882352941	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	40	119	110	6712	136213	143154	0.017058998808104887	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	41	99	112	6629	136314	143154	0.015914919294011162	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	42	103	97	6700	136254	143154	0.014925373134328358	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	43	98	128	6715	136213	143154	0.016827997021593447	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	44	112	106	6603	136333	143154	0.016507648038770258	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	45	109	113	6783	136149	143154	0.016364440513047324	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	46	94	121	6728	136211	143154	0.015978002378121286	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	47	107	84	6725	136238	143154	0.014200743494423792	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	48	111	104	6761	136178	143154	0.015900014790711434	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	49	130	113	6686	136225	143154	0.01817230032904577	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	50	99	101	6716	136238	143154	0.014889815366289458	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	51	115	110	6851	136078	143154	0.016420960443730842	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	52	109	119	6772	136154	143154	0.01683402244536326	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	53	102	112	6789	136151	143154	0.015760789512446603	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	54	110	112	6624	136308	143154	0.016757246376811596	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	55	117	133	6794	136110	143154	0.018398586988519282	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	56	101	114	6708	136231	143154	0.016025641025641024	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	57	97	105	6877	136075	143154	0.014686636614802967	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	58	110	98	6774	136172	143154	0.015352819604369648	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	59	106	120	6773	136155	143154	0.01668389192381515	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	60	112	116	6711	136215	143154	0.016987036209208762	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	61	111	98	6798	136147	143154	0.015372168284789644	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	62	107	115	6523	136409	143154	0.017016710102713474	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	63	114	95	6871	136074	143154	0.01520884878474749	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	64	130	118	6699	136207	143154	0.01851022540677713	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	65	106	110	6657	136281	143154	0.01622352410995944	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	66	111	125	6645	136273	143154	0.017757712565838978	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	67	100	98	6728	136228	143154	0.014714625445897741	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	68	96	127	6672	136259	143154	0.016711630695443645	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	69	115	119	6647	136273	143154	0.017601925680758235	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	70	103	106	6755	136190	143154	0.0154700222057735	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	71	103	101	6798	136152	143154	0.01500441306266549	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	72	97	125	6665	136267	143154	0.01665416354088522	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	73	93	103	6717	136241	143154	0.014589846657734107	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	74	98	100	6895	136061	143154	0.014358230601885425	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	75	105	108	6778	136163	143154	0.01571259958689879	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	76	98	124	6852	136080	143154	0.016199649737302976	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	77	128	117	6660	136249	143154	0.01839339339339339	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	78	113	101	6780	136160	143154	0.015781710914454277	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	79	116	102	6711	136225	143154	0.016241990761436446	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	80	94	111	6734	136215	143154	0.015221265221265221	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	81	104	125	6637	136288	143154	0.017251770378182915	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	82	100	140	6720	136194	143154	0.017857142857142856	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	83	131	106	6611	136306	143154	0.017924671002874	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	84	127	111	6580	136336	143154	0.018085106382978722	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	85	95	117	6691	136251	143154	0.015842176057390526	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	86	118	125	6759	136152	143154	0.017976031957390146	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	87	115	119	6692	136228	143154	0.01748356246264196	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	88	99	116	6538	136401	143154	0.01644233710614867	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	89	116	119	6746	136173	143154	0.017417729024607174	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	90	100	110	6710	136234	143154	0.01564828614008942	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	91	118	113	6750	136173	143154	0.01711111111111111	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	92	111	100	6738	136205	143154	0.015657465123181953	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	93	110	115	6652	136277	143154	0.01691220685508118	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	94	128	128	6789	136109	143154	0.01885402857563706	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	95	97	98	6683	136276	143154	0.014589256322011072	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	96	104	121	6764	136165	143154	0.01663217031342401	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	97	107	102	6695	136250	143154	0.015608663181478716	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	98	94	105	6577	136378	143154	0.01512847802949673	P122	NOV	8	6
P122	OphioH327chr_4	2200000	2400000	200000	99	110	97	6630	136317	143154	0.015610859728506787	P122	NOV	8	6
V19	OphioH327chr_7	2200000	2400000	200000	0	242	193	5246	113912	119593	0.04146016012199771	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	1	206	190	5201	113996	119593	0.03806960199961546	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	2	220	216	5039	114118	119593	0.04326255209366938	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	3	192	207	5168	114026	119593	0.03860294117647059	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	4	198	204	5295	113896	119593	0.037960339943342775	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	5	195	204	5137	114057	119593	0.0388358964376095	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	6	191	194	5158	114050	119593	0.037320666925164794	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	7	215	207	5372	113799	119593	0.03927773641102011	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	8	220	190	5191	113992	119593	0.03949142747062223	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	9	213	185	5271	113924	119593	0.03775374691709353	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	10	214	216	5212	113951	119593	0.041250959324635454	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	11	209	212	5216	113956	119593	0.04035659509202454	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	12	220	193	5259	113921	119593	0.039266020155923176	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	13	221	210	5155	114007	119593	0.04180407371483996	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	14	185	217	5175	114016	119593	0.03884057971014493	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	15	207	229	5184	113973	119593	0.04205246913580247	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	16	204	204	5165	114020	119593	0.03949661181026137	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	17	207	203	5326	113857	119593	0.038490424333458506	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	18	223	206	5237	113927	119593	0.04095856406339508	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	19	184	227	5239	113943	119593	0.039225042947127316	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	20	227	186	5237	113943	119593	0.03943097193049456	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	21	228	210	5147	114008	119593	0.042549057703516614	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	22	187	198	5163	114045	119593	0.03728452450125896	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	23	211	199	5148	114035	119593	0.039821289821289824	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	24	223	186	5040	114144	119593	0.04057539682539683	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	25	205	212	5136	114040	119593	0.040595794392523366	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	26	202	233	5247	113911	119593	0.04145225843339051	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	27	201	189	5239	113964	119593	0.03722084367245657	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	28	214	194	5209	113976	119593	0.039162987137646384	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	29	212	188	5177	114016	119593	0.038632412594166506	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	30	216	204	5071	114102	119593	0.04141195030565963	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	31	212	212	5181	113988	119593	0.04091874155568423	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	32	222	208	5234	113929	119593	0.04107756973633932	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	33	226	206	5172	113989	119593	0.04176334106728538	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	34	196	193	5231	113973	119593	0.03718218313897916	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	35	208	190	5224	113971	119593	0.03809341500765697	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	36	227	202	5266	113898	119593	0.04073300417774402	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	37	219	209	5310	113855	119593	0.040301318267419964	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	38	210	187	5152	114044	119593	0.038528726708074536	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	39	211	204	5209	113969	119593	0.03983490113265502	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	40	227	204	5214	113948	119593	0.04133103183736095	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	41	220	167	5239	113967	119593	0.03693452949036075	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	42	240	223	5210	113920	119593	0.04443378119001919	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	43	186	183	5265	113959	119593	0.03504273504273504	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	44	224	202	5137	114030	119593	0.04146388942962819	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	45	194	228	5078	114093	119593	0.04155179204411186	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	46	227	226	5204	113936	119593	0.04352421214450423	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	47	195	223	5122	114053	119593	0.04080437329168294	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	48	191	198	5122	114082	119593	0.03797344787192503	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	49	213	216	5146	114018	119593	0.04168286047415468	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	50	205	198	5215	113975	119593	0.038638542665388305	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	51	232	229	5267	113865	119593	0.04376305297133093	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	52	226	211	5212	113944	119593	0.0419224865694551	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	53	191	206	5149	114047	119593	0.03855117498543407	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	54	210	209	5173	114001	119593	0.04049874347573942	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	55	223	227	5289	113854	119593	0.04254112308564946	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	56	221	202	5138	114032	119593	0.04116387699493967	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	57	222	191	5246	113934	119593	0.0393633244376668	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	58	180	209	5192	114012	119593	0.037461479198767335	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	59	228	193	4994	114178	119593	0.04215058069683621	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	60	190	197	5162	114044	119593	0.037485470747772184	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	61	217	177	5072	114127	119593	0.03884069400630915	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	62	185	229	5153	114026	119593	0.04017077430622938	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	63	204	181	5285	113923	119593	0.03642384105960265	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	64	214	214	5238	113927	119593	0.04085528827796869	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	65	190	211	5144	114048	119593	0.038977449455676515	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	66	248	199	5233	113913	119593	0.04270972673418689	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	67	203	199	5143	114048	119593	0.03908224771534124	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	68	227	207	5102	114057	119593	0.042532340258722066	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	69	215	206	5170	114002	119593	0.04071566731141199	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	70	179	211	5156	114047	119593	0.037820015515903804	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	71	238	194	5168	113993	119593	0.04179566563467492	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	72	206	188	5261	113938	119593	0.037445352594563774	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	73	207	223	5192	113971	119593	0.041409861325115566	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	74	219	221	5314	113839	119593	0.041400075272864136	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	75	229	242	5236	113886	119593	0.044977081741787626	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	76	210	173	5151	114059	119593	0.03717724713647835	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	77	202	195	5182	114014	119593	0.03830567348514087	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	78	221	192	5124	114056	119593	0.040300546448087435	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	79	193	231	5313	113856	119593	0.0399021268586486	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	80	229	201	5196	113967	119593	0.041377983063895306	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	81	214	204	5196	113979	119593	0.04022324865280985	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	82	205	198	5093	114097	119593	0.039564107598664834	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	83	198	203	5126	114066	119593	0.03911431915723761	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	84	212	194	5072	114115	119593	0.04002365930599369	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	85	184	221	5210	113978	119593	0.03886756238003839	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	86	205	204	5247	113937	119593	0.03897465218219935	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	87	216	201	5125	114051	119593	0.040682926829268294	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	88	223	222	5193	113955	119593	0.04284613903331408	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	89	201	228	5247	113917	119593	0.040880503144654086	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	90	202	200	5358	113833	119593	0.037513997760358346	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	91	213	199	5095	114086	119593	0.04043179587831207	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	92	212	208	5173	114000	119593	0.04059539918809202	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	93	236	193	5085	114079	119593	0.04218289085545723	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	94	225	216	5160	113992	119593	0.04273255813953488	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	95	200	216	5206	113971	119593	0.039953899346907414	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	96	206	187	5235	113965	119593	0.03753581661891117	V19	NOV	14	12
V19	OphioH327chr_7	2200000	2400000	200000	97	235	176	5175	114007	119593	0.03971014492753623	V19	NOV	14	12
